DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSING OCCUPANCY (3)|TOTAL HOUSING UNITS (4)|   OCCUPIED HOUSING UNITS (5)|   VACANT HOUSING UNITS (6)|***UNITS IN STRUCTURE (7)|TOTAL HOUSING UNITS (8)|   1-UNIT, DETACHED (9)|   1-UNIT, ATTACHED (10)|   2 UNITS (11)|   3 OR 4 UNITS (12)|   5 TO 9 UNITS (13)|   10 TO 19 UNITS (14)|   20 OR MORE UNITS (15)|   MOBILE HOME (16)|   BOAT, RV, VAN, ETC. (17)|***YEAR STRUCTURE BUILT (18)|TOTAL HOUSING UNITS (19)|   BUILT 2010 OR LATER (20)|   BUILT 2000 TO 2009 (21)|   BUILT 1990 TO 1999 (22)|   BUILT 1980 TO 1989 (23)|   BUILT 1970 TO 1979 (24)|   BUILT 1960 TO 1969 (25)|   BUILT 1950 TO 1959 (26)|   BUILT 1940 TO 1949 (27)|   BUILT 1939 OR EARLIER (28)|***ROOMS (29)|TOTAL HOUSING UNITS (30)|   1 ROOM (31)|   2 ROOMS (32)|   3 ROOMS (33)|   4 ROOMS (34)|   5 ROOMS (35)|   6 ROOMS (36)|   7 ROOMS (37)|   8 ROOMS (38)|   9 ROOMS OR MORE (39)|***BEDROOMS (40)|TOTAL HOUSING UNITS (41)|   NO BEDROOM (42)|   1 BEDROOM (43)|   2 BEDROOMS (44)|   3 BEDROOMS (45)|   4 BEDROOMS (46)|   5 OR MORE BEDROOMS (47)|***HOUSING TENURE (48)|OCCUPIED HOUSING UNITS (49)|   OWNER-OCCUPIED (50)|   RENTER-OCCUPIED (51)|***YEAR HOUSEHOLDER MOVED INTO UNIT (52)|OCCUPIED HOUSING UNITS (53)|   MOVED IN 2010 OR LATER (54)|   MOVED IN 2000 TO 2009 (55)|   MOVED IN 1990 TO 1999 (56)|   MOVED IN 1980 TO 1989 (57)|   MOVED IN 1970 TO 1979 (58)|   MOVED IN 1969 OR EARLIER (59)|***VEHICLES AVAILABLE (60)|OCCUPIED HOUSING UNITS (61)|   NO VEHICLES AVAILABLE (62)|   1 VEHICLE AVAILABLE (63)|   2 VEHICLES AVAILABLE (64)|   3 OR MORE VEHICLES AVAILABLE (65)|***HOUSE HEATING FUEL  (66)|OCCUPIED HOUSING UNITS (67)|   UTILITY GAS (68)|   BOTTLED, TANK, OR LP GAS (69)|   ELECTRICITY (70)|   FUEL OIL, KEROSENE, ETC. (71)|   COAL OR COKE (72)|   WOOD (73)|   SOLAR ENERGY (74)|   OTHER FUEL (75)|   NO FUEL USED (76)|***SELECTED CHARACTERISTICS (77)|OCCUPIED HOUSING UNITS (78)|   LACKING COMPLETE PLUMBING FACILITIES (79)|   LACKING COMPLETE KITCHEN FACILITIES (80)|   NO TELEPHONE SERVICE AVAILABLE (81)|***OCCUPANTS PER ROOM (82)|OCCUPIED HOUSING UNITS (83)|   1.00 OR LESS (84)|   1.01 TO 1.50 (85)|   1.51 OR MORE (86)|***VALUE (87)| OWNER-OCCUPIED UNITS (88)|   LESS THAN $50,000 (89)|   $50,000 TO $99,999 (90)|   $100,000 TO $149,999 (91)|   $150,000 TO $199,999 (92)|   $200,000 TO $299,999 (93)|   $300,000 TO $499,999 (94)|   $500,000 TO $999,999 (95)|   $1,000,000 OR MORE (96)|***MORTGAGE STATUS (97)|OWNER-OCCUPIED UNITS (98)|   HOUSING UNITS WITH A MORTGAGE (99)|   HOUSING UNITS WITHOUT A MORTGAGE (100)|***SELECTED MONTHLY OWNER COSTS (SMOC) (101)|HOUSING UNITS WITH A MORTGAGE (102)|   LESS THAN $300 (103)|   $300 TO $499 (104)|   $500 TO $699 (105)|   $700 TO $999 (106)|   $1,000 TO $1,499 (107)|   $1,500 TO $1,999 (108)|   $2,000 OR MORE (109)|   HOUSING UNITS WITHOUT A MORTGAGE (110)|   LESS THAN $100 (111)|   $100 TO $199 (112)|   $200 TO $299 (113)|   $300 TO $399 (114)|   $400 OR MORE (115)|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) (116)|HOUSING UNITS WITH A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (117)|   LESS THAN 20.0 PERCENT (118)|   20.0 TO 24.9 PERCENT (119)|   25.0 TO 29.9 PERCENT (120)|   30.0 TO 34.9 PERCENT (121)|   35.0 PERCENT OR MORE (122)|   NOT COMPUTED (123)|HOUSING UNIT WITHOUT A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (124)|   LESS THAN 10.0 PERCENT (125)|   10.0 TO 14.9 PERCENT (126)|   15.0 TO 19.9 PERCENT (127)|   20.0 TO 24.9 PERCENT (128)|   25.0 TO 29.9 PERCENT (129)|   30.0 TO 34.9 PERCENT (130)|   35.0 PERCENT OR MORE (131)|   NOT COMPUTED (132)|***GROSS RENT (133)|OCCUPIED UNITS PAYING RENT (134)|   LESS THAN $200 (135)|   $200 TO $299 (136)|   $300 TO $499 (137)|   $500 TO $749 (138)|   $750 TO $999 (139)|   $1,000 TO $1,499 (140)|   $1,500 OR MORE (141)|   NO RENT PAID (142)|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) (143)|OCCUPIED UNITS PAYING RENT (EXCL. UNITS WHERE GRAPI CAN'T BE COMPUTED) (144)|   LESS THAN 15.0 PERCENT (145)|   15.0 TO 19.9 PERCENT (146)|   20.0 TO 24.9 PERCENT (147)|   25.0 TO 29.9 PERCENT (148)|   30.0 TO 34.9 PERCENT (149)|   35.0 PERCENT OR MORE (150)|   NOT COMPUTED (151)
DATA|MN11|Central Harlem South|***HOUSING OCCUPANCY|21,560|18,506|3,054|***UNITS IN STRUCTURE|21,560|209|538|501|1,944|1,994|4,246|12,113|0|15|***YEAR STRUCTURE BUILT|21,560|100|3,051|892|1,277|1,176|1,271|2,112|1,206|10,475|***ROOMS|21,560|1,715|1,088|5,646|7,455|2,921|1,180|650|310|595|***BEDROOMS|21,560|1,858|6,118|8,923|3,289|948|424|***HOUSING TENURE|18,506|3,084|15,422|***YEAR HOUSEHOLDER MOVED INTO UNIT|18,506|1,572|10,174|3,653|1,607|746|754|***VEHICLES AVAILABLE|18,506|14,073|3,896|441|96|***HOUSE HEATING FUEL |18,506|6,818|227|2,345|8,643|0|0|0|250|223|***SELECTED CHARACTERISTICS|18,506|308|345|1,069|***OCCUPANTS PER ROOM|18,506|17,517|684|305|***VALUE|3,084|65|58|86|80|212|472|1,106|1,005|***MORTGAGE STATUS|3,084|2,437|647|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,437|10|0|6|75|282|247|1,817|647|56|46|94|56|395|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,426|694|312|321|229|870|11|632|253|81|46|45|47|33|127|15|***GROSS RENT|15,206|480|1,293|1,467|2,529|2,728|3,275|3,434|216|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|14,673|2,643|1,677|1,602|1,609|1,519|5,623|749
DATA|MN33|East Harlem South|***HOUSING OCCUPANCY|24,934|22,874|2,060|***UNITS IN STRUCTURE|24,934|211|35|212|229|1,112|2,922|20,123|90|0|***YEAR STRUCTURE BUILT|24,934|70|2,389|955|1,193|4,668|4,218|3,346|2,171|5,924|***ROOMS|24,934|2,443|3,859|7,087|6,700|3,296|1,002|287|140|120|***BEDROOMS|24,934|2,653|8,136|9,576|3,763|637|169|***HOUSING TENURE|22,874|1,607|21,267|***YEAR HOUSEHOLDER MOVED INTO UNIT|22,874|2,524|10,914|4,119|1,990|1,940|1,387|***VEHICLES AVAILABLE|22,874|18,429|3,779|592|74|***HOUSE HEATING FUEL |22,874|12,420|155|4,620|4,878|8|49|9|278|457|***SELECTED CHARACTERISTICS|22,874|104|173|805|***OCCUPANTS PER ROOM|22,874|20,673|1,369|832|***VALUE|1,607|216|63|9|0|75|205|436|603|***MORTGAGE STATUS|1,607|731|876|***SELECTED MONTHLY OWNER COSTS (SMOC)|731|40|4|49|0|100|88|450|876|138|62|32|32|612|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|731|371|105|47|91|117|0|876|341|109|78|52|49|65|182|0|***GROSS RENT|21,145|490|2,529|2,004|3,675|3,486|4,611|4,350|122|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|20,678|3,241|2,253|2,814|2,558|2,494|7,318|589
DATA|MN34|East Harlem North|***HOUSING OCCUPANCY|24,283|22,183|2,100|***UNITS IN STRUCTURE|24,283|134|34|410|1,413|1,411|3,080|17,639|56|106|***YEAR STRUCTURE BUILT|24,283|62|2,547|1,522|878|2,646|4,158|4,411|2,878|5,181|***ROOMS|24,283|1,921|1,824|6,189|9,428|3,825|778|142|70|106|***BEDROOMS|24,283|2,084|6,802|10,744|4,106|378|169|***HOUSING TENURE|22,183|1,426|20,757|***YEAR HOUSEHOLDER MOVED INTO UNIT|22,183|2,071|10,146|4,355|2,442|1,776|1,393|***VEHICLES AVAILABLE|22,183|18,077|3,722|270|114|***HOUSE HEATING FUEL |22,183|10,387|331|3,306|7,503|40|0|17|290|309|***SELECTED CHARACTERISTICS|22,183|268|324|1,198|***OCCUPANTS PER ROOM|22,183|20,025|1,275|883|***VALUE|1,426|265|14|23|20|157|429|403|115|***MORTGAGE STATUS|1,426|846|580|***SELECTED MONTHLY OWNER COSTS (SMOC)|846|0|13|7|120|130|112|464|580|209|39|65|45|222|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|846|299|87|70|173|217|0|580|392|21|27|43|0|20|77|0|***GROSS RENT|20,611|791|3,271|3,343|4,001|2,966|3,529|2,710|146|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|19,989|3,104|1,965|2,401|2,722|2,338|7,459|768
DATA|MN01|Marble Hill2-Inwood|***HOUSING OCCUPANCY|19,124|18,168|956|***UNITS IN STRUCTURE|19,124|146|51|400|226|509|935|16,857|0|0|***YEAR STRUCTURE BUILT|19,124|12|197|181|254|707|719|3,338|1,630|12,086|***ROOMS|19,124|574|1,357|7,763|6,532|2,109|478|160|48|103|***BEDROOMS|19,124|838|9,331|6,974|1,718|181|82|***HOUSING TENURE|18,168|1,456|16,712|***YEAR HOUSEHOLDER MOVED INTO UNIT|18,168|1,498|8,477|4,141|1,918|1,516|618|***VEHICLES AVAILABLE|18,168|13,522|3,962|605|79|***HOUSE HEATING FUEL |18,168|5,188|232|881|11,366|0|0|0|279|222|***SELECTED CHARACTERISTICS|18,168|103|113|429|***OCCUPANTS PER ROOM|18,168|15,529|1,786|853|***VALUE|1,456|8|10|27|67|371|657|237|79|***MORTGAGE STATUS|1,456|1,008|448|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,008|0|17|36|108|101|207|539|448|10|42|125|57|214|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,008|327|274|124|42|241|0|448|161|123|98|18|10|20|18|0|***GROSS RENT|16,373|143|990|1,001|2,202|2,914|6,790|2,333|339|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|16,288|2,263|2,096|2,110|1,667|1,443|6,709|424
DATA|MN35|Washington Heights North|***HOUSING OCCUPANCY|27,031|25,490|1,541|***UNITS IN STRUCTURE|27,031|180|33|109|303|314|1,610|24,384|55|43|***YEAR STRUCTURE BUILT|27,031|15|249|203|200|524|1,809|1,660|2,680|19,691|***ROOMS|27,031|893|2,334|9,686|8,460|4,249|865|237|127|180|***BEDROOMS|27,031|1,456|12,283|9,217|3,508|435|132|***HOUSING TENURE|25,490|3,141|22,349|***YEAR HOUSEHOLDER MOVED INTO UNIT|25,490|1,960|10,775|5,839|3,268|2,544|1,104|***VEHICLES AVAILABLE|25,490|19,104|5,505|719|162|***HOUSE HEATING FUEL |25,490|5,172|553|1,356|17,736|18|19|0|287|349|***SELECTED CHARACTERISTICS|25,490|183|261|513|***OCCUPANTS PER ROOM|25,490|22,550|1,997|943|***VALUE|3,141|316|35|38|59|579|858|962|294|***MORTGAGE STATUS|3,141|1,772|1,369|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,772|66|13|71|97|259|300|966|1,369|437|197|174|32|529|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,772|827|262|280|83|320|0|1,369|810|210|55|10|46|67|171|0|***GROSS RENT|21,878|75|445|844|2,058|4,708|9,293|4,455|471|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|21,550|2,912|3,082|2,231|2,020|1,512|9,793|799
DATA|MN36|Washington Heights South|***HOUSING OCCUPANCY|30,936|29,283|1,653|***UNITS IN STRUCTURE|30,936|182|72|153|610|741|2,663|26,481|12|22|***YEAR STRUCTURE BUILT|30,936|0|267|121|766|931|1,864|2,216|3,076|21,695|***ROOMS|30,936|1,353|1,734|7,572|10,509|6,449|2,441|566|226|86|***BEDROOMS|30,936|1,674|9,248|12,206|6,333|1,111|364|***HOUSING TENURE|29,283|2,245|27,038|***YEAR HOUSEHOLDER MOVED INTO UNIT|29,283|2,291|11,543|6,598|3,734|3,599|1,518|***VEHICLES AVAILABLE|29,283|23,078|5,210|865|130|***HOUSE HEATING FUEL |29,283|6,630|378|1,815|19,501|0|0|16|401|542|***SELECTED CHARACTERISTICS|29,283|97|274|1,173|***OCCUPANTS PER ROOM|29,283|25,769|2,385|1,129|***VALUE|2,245|122|234|38|85|385|636|617|128|***MORTGAGE STATUS|2,245|1,221|1,024|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,221|17|74|75|119|253|216|467|1,024|97|194|187|88|458|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,204|598|137|77|52|340|17|1,024|607|164|155|32|16|0|50|0|***GROSS RENT|26,417|125|1,513|1,740|3,688|5,772|8,556|5,023|621|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|25,930|3,565|2,378|2,700|2,766|2,054|12,467|1,108
DATA|MN99|park-cemetery-etc-Manhattan|***HOUSING OCCUPANCY|10|0|10|***UNITS IN STRUCTURE|10|10|0|0|0|0|0|0|0|0|***YEAR STRUCTURE BUILT|10|0|0|0|0|0|0|0|0|10|***ROOMS|10|0|0|0|0|0|0|10|0|0|***BEDROOMS|10|0|0|0|10|0|0|***HOUSING TENURE|0|0|0|***YEAR HOUSEHOLDER MOVED INTO UNIT|0|0|0|0|0|0|0|***VEHICLES AVAILABLE|0|0|0|0|0|***HOUSE HEATING FUEL |0|0|0|0|0|0|0|0|0|0|***SELECTED CHARACTERISTICS|0|0|0|0|***OCCUPANTS PER ROOM|0|0|0|0|***VALUE|0|0|0|0|0|0|0|0|0|***MORTGAGE STATUS|0|0|0|***SELECTED MONTHLY OWNER COSTS (SMOC)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|***GROSS RENT|0|0|0|0|0|0|0|0|0|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|0|0|0|0|0|0|0|0
DATA|QN68|Queensbridge-Ravenswood-Long Island City|***HOUSING OCCUPANCY|7,678|7,283|395|***UNITS IN STRUCTURE|7,678|340|152|895|535|453|505|4,769|8|21|***YEAR STRUCTURE BUILT|7,678|4|428|102|224|254|669|1,192|1,867|2,938|***ROOMS|7,678|332|443|2,594|2,499|1,270|271|158|44|67|***BEDROOMS|7,678|428|2,854|3,114|1,041|160|81|***HOUSING TENURE|7,283|583|6,700|***YEAR HOUSEHOLDER MOVED INTO UNIT|7,283|529|3,474|1,799|699|422|360|***VEHICLES AVAILABLE|7,283|5,076|1,618|538|51|***HOUSE HEATING FUEL |7,283|4,462|114|740|1,744|0|0|0|144|79|***SELECTED CHARACTERISTICS|7,283|60|44|394|***OCCUPANTS PER ROOM|7,283|6,579|370|334|***VALUE|583|13|3|40|11|51|126|276|63|***MORTGAGE STATUS|583|304|279|***SELECTED MONTHLY OWNER COSTS (SMOC)|304|0|0|0|0|37|65|202|279|0|21|0|29|229|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|297|110|13|16|22|136|7|250|32|49|32|0|33|11|93|29|***GROSS RENT|6,661|163|1,005|952|1,568|801|1,229|943|39|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|6,516|1,174|995|511|691|621|2,524|184
DATA|QN70|Astoria|***HOUSING OCCUPANCY|36,902|34,018|2,884|***UNITS IN STRUCTURE|36,902|990|1,447|4,811|5,180|7,591|4,366|12,507|10|0|***YEAR STRUCTURE BUILT|36,902|38|1,356|816|1,199|1,752|3,349|6,280|6,524|15,588|***ROOMS|36,902|1,494|3,060|11,852|11,304|5,778|1,728|396|372|918|***BEDROOMS|36,902|1,911|15,090|13,584|4,943|816|558|***HOUSING TENURE|34,018|5,555|28,463|***YEAR HOUSEHOLDER MOVED INTO UNIT|34,018|3,986|16,440|6,179|2,774|2,580|2,059|***VEHICLES AVAILABLE|34,018|21,798|9,459|2,302|459|***HOUSE HEATING FUEL |34,018|18,184|960|2,528|11,670|9|26|0|329|312|***SELECTED CHARACTERISTICS|34,018|189|428|1,208|***OCCUPANTS PER ROOM|34,018|31,741|1,439|838|***VALUE|5,555|53|78|184|289|614|1,025|3,065|247|***MORTGAGE STATUS|5,555|2,333|3,222|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,333|0|12|87|126|185|302|1,621|3,222|153|129|88|89|2,763|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,312|615|274|203|177|1,043|21|3,166|868|598|329|273|220|163|715|56|***GROSS RENT|27,855|301|919|920|1,838|3,107|11,675|9,095|608|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|27,257|3,438|3,496|3,697|3,088|2,808|10,730|1,206
DATA|QN71|Old Astoria|***HOUSING OCCUPANCY|12,071|10,958|1,113|***UNITS IN STRUCTURE|12,071|356|335|1,289|1,808|1,708|874|5,654|26|21|***YEAR STRUCTURE BUILT|12,071|129|1,699|680|397|939|1,396|1,491|1,416|3,924|***ROOMS|12,071|991|1,203|3,638|3,194|1,842|695|129|119|260|***BEDROOMS|12,071|1,109|4,448|4,224|1,753|340|197|***HOUSING TENURE|10,958|1,690|9,268|***YEAR HOUSEHOLDER MOVED INTO UNIT|10,958|1,583|5,529|2,080|619|634|513|***VEHICLES AVAILABLE|10,958|6,493|3,360|932|173|***HOUSE HEATING FUEL |10,958|6,227|215|1,734|2,576|0|0|0|105|101|***SELECTED CHARACTERISTICS|10,958|54|24|254|***OCCUPANTS PER ROOM|10,958|9,900|682|376|***VALUE|1,690|10|54|33|0|213|323|970|87|***MORTGAGE STATUS|1,690|1,094|596|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,094|0|0|19|50|160|95|770|596|0|11|0|48|537|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,094|303|163|114|43|471|0|596|110|94|110|83|44|29|126|0|***GROSS RENT|9,049|67|273|530|740|869|3,330|3,240|219|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|8,884|1,020|891|987|1,034|914|4,038|384
DATA|QN72|Steinway|***HOUSING OCCUPANCY|22,399|20,793|1,606|***UNITS IN STRUCTURE|22,399|924|2,329|6,370|4,343|3,691|1,844|2,781|106|11|***YEAR STRUCTURE BUILT|22,399|36|817|405|565|910|2,407|3,881|4,548|8,830|***ROOMS|22,399|1,023|1,041|5,085|7,149|3,474|2,443|701|524|959|***BEDROOMS|22,399|1,083|6,291|9,620|3,997|1,016|392|***HOUSING TENURE|20,793|6,602|14,191|***YEAR HOUSEHOLDER MOVED INTO UNIT|20,793|2,305|9,963|3,370|2,107|1,445|1,603|***VEHICLES AVAILABLE|20,793|9,149|8,512|2,670|462|***HOUSE HEATING FUEL |20,793|12,672|508|1,434|5,813|29|26|0|169|142|***SELECTED CHARACTERISTICS|20,793|47|123|624|***OCCUPANTS PER ROOM|20,793|19,657|787|349|***VALUE|6,602|96|97|61|76|338|1,275|4,375|284|***MORTGAGE STATUS|6,602|3,295|3,307|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,295|0|0|93|51|379|470|2,302|3,307|23|0|9|49|3,226|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,251|658|313|236|306|1,738|44|3,237|718|711|311|283|241|191|782|70|***GROSS RENT|13,680|48|229|262|602|1,202|5,487|5,850|511|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|13,441|1,543|1,605|2,222|1,699|1,553|4,819|750
DATA|QN99|park-cemetery-etc-Queens|***HOUSING OCCUPANCY|173|162|11|***UNITS IN STRUCTURE|173|8|4|45|10|19|31|56|0|0|***YEAR STRUCTURE BUILT|173|0|11|18|10|0|14|75|0|45|***ROOMS|173|10|0|29|63|19|17|14|0|21|***BEDROOMS|173|10|29|63|40|22|9|***HOUSING TENURE|162|100|62|***YEAR HOUSEHOLDER MOVED INTO UNIT|162|14|79|30|14|0|25|***VEHICLES AVAILABLE|162|80|70|12|0|***HOUSE HEATING FUEL |162|108|0|0|45|0|0|0|0|9|***SELECTED CHARACTERISTICS|162|0|0|0|***OCCUPANTS PER ROOM|162|152|10|0|***VALUE|100|0|0|27|20|20|16|17|0|***MORTGAGE STATUS|100|47|53|***SELECTED MONTHLY OWNER COSTS (SMOC)|47|0|0|0|9|14|0|24|53|4|20|0|0|29|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|47|14|0|9|0|24|0|53|12|20|0|9|8|0|4|0|***GROSS RENT|62|0|0|0|0|10|23|29|0|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|62|9|20|10|0|9|14|0
DATA|QN31|Hunters Point-Sunnyside-West Maspeth|***HOUSING OCCUPANCY|28,710|26,309|2,401|***UNITS IN STRUCTURE|28,710|516|1,415|2,768|2,298|4,260|2,122|15,315|16|0|***YEAR STRUCTURE BUILT|28,710|55|3,251|863|445|862|1,322|3,136|4,690|14,086|***ROOMS|28,710|2,090|2,693|10,206|7,839|3,649|1,261|371|158|443|***BEDROOMS|28,710|2,519|13,778|9,080|2,672|362|299|***HOUSING TENURE|26,309|5,047|21,262|***YEAR HOUSEHOLDER MOVED INTO UNIT|26,309|3,248|13,623|4,609|2,091|1,651|1,087|***VEHICLES AVAILABLE|26,309|16,261|8,196|1,654|198|***HOUSE HEATING FUEL |26,309|14,965|515|2,710|7,698|0|0|0|240|181|***SELECTED CHARACTERISTICS|26,309|129|309|967|***OCCUPANTS PER ROOM|26,309|23,765|1,459|1,085|***VALUE|5,047|37|126|71|323|880|1,063|2,310|237|***MORTGAGE STATUS|5,047|3,353|1,694|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,353|0|41|96|175|547|504|1,990|1,694|27|89|86|99|1,393|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,338|975|536|390|220|1,217|15|1,663|539|240|226|133|75|31|419|31|***GROSS RENT|21,014|26|132|502|1,273|2,537|8,968|7,576|248|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|20,600|2,456|2,703|2,520|2,949|1,367|8,605|662
DATA|QN50|Elmhurst-Maspeth|***HOUSING OCCUPANCY|8,954|8,352|602|***UNITS IN STRUCTURE|8,954|784|1,578|1,640|2,289|340|227|2,096|0|0|***YEAR STRUCTURE BUILT|8,954|0|437|368|526|517|1,469|1,885|1,582|2,170|***ROOMS|8,954|717|426|1,843|2,190|1,870|979|258|383|288|***BEDROOMS|8,954|820|2,414|2,694|2,458|357|211|***HOUSING TENURE|8,352|3,513|4,839|***YEAR HOUSEHOLDER MOVED INTO UNIT|8,352|701|4,271|1,540|839|522|479|***VEHICLES AVAILABLE|8,352|3,439|3,588|1,150|175|***HOUSE HEATING FUEL |8,352|6,584|138|295|1,285|0|0|0|24|26|***SELECTED CHARACTERISTICS|8,352|59|117|256|***OCCUPANTS PER ROOM|8,352|7,201|663|488|***VALUE|3,513|46|66|102|107|218|703|2,222|49|***MORTGAGE STATUS|3,513|1,914|1,599|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,914|0|60|12|54|237|371|1,180|1,599|27|41|9|20|1,502|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,904|434|143|191|127|1,009|10|1,599|397|274|107|221|128|102|370|0|***GROSS RENT|4,767|0|0|33|190|353|2,375|1,816|72|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|4,647|475|315|414|621|432|2,390|192
DATA|QN63|Woodside|***HOUSING OCCUPANCY|17,344|16,388|956|***UNITS IN STRUCTURE|17,344|982|1,392|2,708|2,275|1,060|1,728|7,199|0|0|***YEAR STRUCTURE BUILT|17,344|37|740|343|287|1,081|3,004|2,703|2,531|6,618|***ROOMS|17,344|1,149|976|4,661|3,925|4,245|1,425|347|141|475|***BEDROOMS|17,344|1,218|6,538|5,326|3,416|498|348|***HOUSING TENURE|16,388|5,009|11,379|***YEAR HOUSEHOLDER MOVED INTO UNIT|16,388|1,490|8,465|3,129|1,099|1,140|1,065|***VEHICLES AVAILABLE|16,388|8,371|6,606|1,050|361|***HOUSE HEATING FUEL |16,388|11,228|355|870|3,719|0|0|0|140|76|***SELECTED CHARACTERISTICS|16,388|63|250|675|***OCCUPANTS PER ROOM|16,388|14,005|1,348|1,035|***VALUE|5,009|472|220|194|469|1,125|1,095|1,360|74|***MORTGAGE STATUS|5,009|2,509|2,500|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,509|0|86|76|224|491|393|1,239|2,500|274|231|123|54|1,818|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,509|730|339|132|181|1,127|0|2,478|999|329|180|187|125|131|527|22|***GROSS RENT|11,027|14|27|232|592|1,694|5,284|3,184|352|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|10,885|1,168|1,323|1,525|1,071|1,170|4,628|494
