DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSEHOLD BY TYPE (3)|TOTAL HOUSEHOLDS (4)|  FAMILY HOUSEHOLDS (FAMILIES) (5)|      WITH OWN CHILDREN UNDER 18 YEARS (6)|    MARRIED-COUPLE FAMILY (7)|      WITH OWN CHILDREN UNDER 18 YEARS (8)|    MALE HOUSEHLDR, NO WIFE PRESENT, FAMILY (9)|      WITH OWN CHILDREN UNDER 18 YEARS (10)|    FEMALE HOUSEHLDR, NO HUSBAND PRESENT, FAMILY (11)|      WITH OWN CHILDREN UNDER 18 YEARS (12)|  NONFAMILY HOUSEHOLDS (13)|    HOUSEHOLDER LIVING ALONE (14)|       65 YEARS AND OVER (15)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE UNDER 18 YEARS (16)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE 65 YEARS AND OVER (17)|  AVERAGE HOUSEHOLD SIZE (18)|  AVERAGE FAMILY SIZE (19)|***RELATIONSHIP (20)|POPULATION IN HOUSEHOLDS (21)|  HOUSEHOLDER (22)|  SPOUSE (23)|  CHILD (24)|  OTHER RELATIVES (25)|  NONRELATIVES (26)|  NONRELATIVES - UNMARRIED PARTNER (27)|***MARITAL STATUS (28)|MALES 15 YEARS AND OVER (29)|  NEVER MARRIED (30)|  NOW MARRIED, EXCEPT SEPARATED (31)|  SEPARATED (32)|  WIDOWED (33)|  DIVORCED (34)|FEMALES 15 YEARS AND OVER (35)|  NEVER MARRIED (36)|  NOW MARRIED, EXCEPT SEPARATED (37)|  SEPARATED (38)|  WIDOWED (39)|  DIVORCED (40)|***GRANDPARENTS (41)|  NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS (42)|  RESPONSIBLE FOR GRANDCHILDREN (43)|      LESS THAN 1 YEAR (44)|      1 OR 2 YEARS (45)|      3 OR 4 YEARS (46)|      5 OR MORE YEARS (47)|NUMBER OF GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS (48)|  WHO ARE FEMALE (49)|  WHO ARE MARRIED (50)|***SCHOOL ENROLLMENT (51)|POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL (52)|  NURSERY SCHOOL, PRESCHOOL (53)|  KINDERGARTEN (54)|  ELEMENTARY SCHOOL (GRADES 1-8) (55)|  HIGH SCHOOL (GRADES 9-12) (56)|  COLLEGE OR GRADUATE SCHOOL (57)|***EDUCATIONAL ATTAINMENT (58)|POPULATION 25 YEARS AND OVER (59)|  LESS THAN 9TH GRADE (60)|  9TH TO 12TH GRADE, NO DIPLOMA (61)|  HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY) (62)|  SOME COLLEGE, NO DEGREE (63)|  ASSOCIATE'S DEGREE (64)|  BACHELOR'S DEGREE (65)|  GRADUATE OR PROFESSIONAL DEGREE (66)|  PERCENT HIGH SCHOOL GRADUATE OR HIGHER (67)|  PERCENT BACHELOR'S DEGREE OR HIGHER (68)|***VETERAN STATUS (69)|CIVILIAN POPULATION 18 YEARS AND OVER (70)|  CIVILIAN VETERANS (71)|***RESIDENCE 1 YEAR AGO (72)|POPULATION 1 YEAR AND OVER (73)|  SAME HOUSE (74)|  DIFFERENT HOUSE IN THE U.S. (75)|    SAME COUNTY (76)|    DIFFERENT COUNTY (77)|      SAME STATE (78)|      DIFFERENT STATE (79)|  ABROAD (80)|***PLACE OF BIRTH (81)|TOTAL POPULATION (82)|  NATIVE (83)|    BORN IN UNITED STATES (84)|      STATE OF RESIDENCE (85)|      DIFFERENT STATE (86)|    BORN IN PUERTO RICO, U.S. ISLAND AREAS, OR BORN ABROAD TO AMERICAN PARENT(S) (87)|  FOREIGN BORN (88)|***U.S. CITIZENSHIP STATUS (89)|FOREIGN-BORN POPULATION (90)|  NATURALIZED U.S. CITIZEN (91)|  NOT A U.S. CITIZEN (92)|***YEAR OF ENTRY (93)|POPULATION BORN OUTSIDE THE U.S. (94)|  NATIVE (95)|    ENTERED 2010 OR LATER (96)|    ENTERED BEFORE 2010 (97)|  FOREIGN BORN (98)|    ENTERED 2010 OR LATER (99)|    ENTERED BEFORE 2010 (100)|***WORLD REGION OF BIRTH OF FOREIGN BORN (101)|FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA (102)|  EUROPE (103)|  ASIA (104)|  AFRICA (105)|  OCEANIA (106)|  LATIN AMERICA (107)|  NORTHERN AMERICA (108)|***LANGUAGE SPOKEN AT HOME (109)|POPULATION 5 YEARS AND OVER (110)|  ENGLISH ONLY (111)|  LANGUAGE OTHER THAN ENGLISH (112)|      SPEAK ENGLISH LESS THAN "VERY WELL" (113)|    SPANISH (114)|      SPEAK ENGLISH LESS THAN "VERY WELL" (115)|    OTHER INDO-EUROPEAN LANGUAGES (116)|      SPEAK ENGLISH LESS THAN "VERY WELL" (117)|    ASIAN AND PACIFIC ISLANDER LANGUAGES (118)|      SPEAK ENGLISH LESS THAN "VERY WELL" (119)|    OTHER LANGUAGES (120)|      SPEAK ENGLISH LESS THAN "VERY WELL" (121)|***ANCESTRY (122)|TOTAL POPULATION (123)|  AMERICAN (124)|  ARAB (125)|  CZECH (126)|  DANISH (127)|  DUTCH (128)|  ENGLISH (129)|  FRENCH (EXCEPT BASQUE) (130)|  FRENCH CANADIAN (131)|  GERMAN (132)|  GREEK (133)|  HUNGARIAN (134)|  IRISH (135)|  ITALIAN (136)|  LITHUANIAN (137)|  NORWEGIAN (138)|  POLISH (139)|  PORTUGUESE (140)|  RUSSIAN (141)|  SCOTCH-IRISH (142)|  SCOTTISH (143)|  SLOVAK (144)|  SUBSAHARAN AFRICAN (145)|  SWISS (146)|  UKRAINIAN (147)|  WELSH (148)|  WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS) (149)
DATA|MN03|Central Harlem North-Polo Grounds|***HOUSEHOLD BY TYPE|33,203|16,244|8,334|5,427|2,478|1,752|830|9,065|5,026|16,959|14,664|4,600|10,000|7,254|2.3|3.3|***RELATIONSHIP|76,542|33,203|5,478|23,438|8,369|6,054|1,493|***MARITAL STATUS|29,135|17,740|7,109|1,203|837|2,246|35,307|18,985|6,922|2,214|3,646|3,540|***GRANDPARENTS|2,088|1,067|71|293|192|511|1,067|903|332|***SCHOOL ENROLLMENT|21,422|1,347|925|7,642|5,050|6,458|***EDUCATIONAL ATTAINMENT|51,827|4,721|7,072|12,359|9,198|3,569|8,751|6,157|-|-|***VETERAN STATUS|60,831|2,713|***RESIDENCE 1 YEAR AGO|77,202|68,480|8,089|4,585|3,504|2,665|839|633|***PLACE OF BIRTH|78,193|61,584|59,797|44,640|15,157|1,787|16,609|***U.S. CITIZENSHIP STATUS|16,609|6,879|9,730|***YEAR OF ENTRY|18,396|1,787|39|1,748|16,609|860|15,749|***WORLD REGION OF BIRTH OF FOREIGN BORN|16,609|812|1,525|3,193|25|10,816|238|***LANGUAGE SPOKEN AT HOME|73,726|51,919|21,807|9,051|14,572|6,388|4,615|1,611|1,019|353|1,601|699|***ANCESTRY|78,193|2,149|100|29|39|163|633|548|189|1,055|46|95|1,130|1,048|28|154|361|28|274|25|194|31|5,205|30|61|57|4,138
DATA|MN11|Central Harlem South|***HOUSEHOLD BY TYPE|18,506|9,201|4,625|3,868|2,105|983|397|4,350|2,123|9,305|7,444|1,613|5,345|3,118|2.5|3.4|***RELATIONSHIP|45,581|18,506|3,846|13,789|4,828|4,612|957|***MARITAL STATUS|16,880|9,874|4,835|547|317|1,307|21,157|12,000|4,728|1,261|1,396|1,772|***GRANDPARENTS|1,064|435|62|78|61|234|435|352|307|***SCHOOL ENROLLMENT|11,770|707|925|4,107|2,181|3,850|***EDUCATIONAL ATTAINMENT|31,407|2,096|3,144|6,470|4,847|1,645|7,096|6,109|-|-|***VETERAN STATUS|36,497|956|***RESIDENCE 1 YEAR AGO|45,886|41,316|4,204|1,880|2,324|1,263|1,061|366|***PLACE OF BIRTH|46,694|36,349|34,790|24,690|10,100|1,559|10,345|***U.S. CITIZENSHIP STATUS|10,345|4,609|5,736|***YEAR OF ENTRY|11,904|1,559|19|1,540|10,345|246|10,099|***WORLD REGION OF BIRTH OF FOREIGN BORN|10,345|1,042|1,459|2,226|134|5,307|177|***LANGUAGE SPOKEN AT HOME|43,217|29,972|13,245|4,919|6,875|2,713|3,448|1,048|987|391|1,935|767|***ANCESTRY|46,694|1,130|207|80|58|207|1,009|522|132|1,315|139|165|1,488|1,185|46|191|480|63|384|91|255|42|3,209|13|218|32|3,518
DATA|MN33|East Harlem South|***HOUSEHOLD BY TYPE|22,874|12,506|5,473|5,106|1,924|1,654|548|5,746|3,001|10,368|8,615|2,661|6,393|5,643|2.5|3.4|***RELATIONSHIP|57,066|22,874|5,072|17,140|7,267|4,713|1,153|***MARITAL STATUS|23,235|13,147|6,630|660|530|2,268|27,025|12,918|6,736|1,227|3,124|3,020|***GRANDPARENTS|1,585|706|98|80|51|477|706|602|293|***SCHOOL ENROLLMENT|14,942|860|580|4,630|3,429|5,443|***EDUCATIONAL ATTAINMENT|40,385|5,175|5,831|9,231|4,675|1,849|7,348|6,276|-|-|***VETERAN STATUS|48,035|1,193|***RESIDENCE 1 YEAR AGO|59,287|50,901|7,405|4,093|3,312|1,802|1,510|981|***PLACE OF BIRTH|59,794|43,160|38,181|30,504|7,677|4,979|16,634|***U.S. CITIZENSHIP STATUS|16,634|6,565|10,069|***YEAR OF ENTRY|21,613|4,979|51|4,928|16,634|1,047|15,587|***WORLD REGION OF BIRTH OF FOREIGN BORN|16,634|2,074|4,875|1,230|15|8,342|98|***LANGUAGE SPOKEN AT HOME|56,362|25,728|30,634|12,613|22,229|9,088|4,009|1,060|3,584|2,202|812|263|***ANCESTRY|59,794|5,195|266|43|76|77|937|535|97|804|220|72|1,622|1,316|9|79|638|43|580|229|202|49|1,360|104|22|60|1,221
DATA|MN34|East Harlem North|***HOUSEHOLD BY TYPE|22,183|13,006|6,834|3,997|2,112|1,428|447|7,581|4,275|9,177|7,884|2,917|8,149|5,225|2.7|3.6|***RELATIONSHIP|59,076|22,183|3,992|21,533|7,803|3,565|1,283|***MARITAL STATUS|20,604|12,495|5,139|820|494|1,656|27,262|14,689|5,364|1,401|2,843|2,965|***GRANDPARENTS|2,092|941|144|152|198|447|941|762|433|***SCHOOL ENROLLMENT|16,976|824|804|6,923|4,538|3,887|***EDUCATIONAL ATTAINMENT|37,064|6,076|6,117|9,198|5,474|2,289|5,084|2,826|-|-|***VETERAN STATUS|44,920|1,304|***RESIDENCE 1 YEAR AGO|59,557|54,124|4,955|2,623|2,332|1,540|792|478|***PLACE OF BIRTH|60,465|46,088|41,195|34,949|6,246|4,893|14,377|***U.S. CITIZENSHIP STATUS|14,377|5,117|9,260|***YEAR OF ENTRY|19,270|4,893|26|4,867|14,377|317|14,060|***WORLD REGION OF BIRTH OF FOREIGN BORN|14,377|866|1,545|1,029|103|10,752|82|***LANGUAGE SPOKEN AT HOME|56,234|25,989|30,245|13,040|25,642|11,417|2,463|608|1,290|718|850|297|***ANCESTRY|60,465|3,459|182|0|20|62|277|439|44|471|50|75|429|1,398|22|28|289|21|249|26|49|0|1,795|47|33|3|1,884
DATA|MN01|Marble Hill2-Inwood|***HOUSEHOLD BY TYPE|18,168|10,790|5,042|4,769|1,962|1,365|609|4,656|2,471|7,378|5,759|1,477|5,966|3,867|2.8|3.5|***RELATIONSHIP|50,329|18,168|4,742|16,335|6,263|4,821|1,660|***MARITAL STATUS|19,835|10,067|6,784|826|216|1,942|21,308|8,524|5,617|1,999|1,565|3,603|***GRANDPARENTS|1,641|415|104|114|82|115|415|351|157|***SCHOOL ENROLLMENT|12,640|769|626|4,882|2,630|3,733|***EDUCATIONAL ATTAINMENT|34,173|6,582|4,008|6,184|5,313|1,701|6,324|4,061|-|-|***VETERAN STATUS|39,449|587|***RESIDENCE 1 YEAR AGO|49,647|43,436|5,188|3,219|1,969|1,260|709|1,023|***PLACE OF BIRTH|50,358|26,367|24,076|19,245|4,831|2,291|23,991|***U.S. CITIZENSHIP STATUS|23,991|10,249|13,742|***YEAR OF ENTRY|26,282|2,291|52|2,239|23,991|838|23,153|***WORLD REGION OF BIRTH OF FOREIGN BORN|23,991|828|785|175|41|22,148|14|***LANGUAGE SPOKEN AT HOME|47,155|12,125|35,030|19,647|33,441|19,268|1,079|258|231|77|279|44|***ANCESTRY|50,358|479|121|24|34|76|690|362|130|1,337|58|85|1,894|1,307|51|193|763|58|364|136|170|0|374|115|67|93|859
DATA|MN35|Washington Heights North|***HOUSEHOLD BY TYPE|25,490|14,239|6,076|6,923|2,744|1,443|445|5,873|2,887|11,251|8,858|2,803|7,477|6,396|2.7|3.6|***RELATIONSHIP|68,855|25,490|6,917|20,516|9,485|6,447|1,833|***MARITAL STATUS|27,774|14,047|9,790|1,319|395|2,223|32,723|13,429|9,667|2,096|2,773|4,758|***GRANDPARENTS|2,304|637|45|211|246|135|637|396|388|***SCHOOL ENROLLMENT|18,094|982|721|5,516|3,712|7,163|***EDUCATIONAL ATTAINMENT|48,733|6,862|5,778|8,653|7,400|2,321|10,001|7,718|-|-|***VETERAN STATUS|57,814|1,302|***RESIDENCE 1 YEAR AGO|70,264|61,179|8,208|5,132|3,076|1,658|1,418|877|***PLACE OF BIRTH|71,085|38,325|35,929|26,768|9,161|2,396|32,760|***U.S. CITIZENSHIP STATUS|32,760|16,106|16,654|***YEAR OF ENTRY|35,156|2,396|13|2,383|32,760|569|32,191|***WORLD REGION OF BIRTH OF FOREIGN BORN|32,760|3,327|2,033|138|0|26,898|364|***LANGUAGE SPOKEN AT HOME|67,324|19,673|47,651|24,076|42,245|22,007|3,072|1,221|1,293|683|1,041|165|***ANCESTRY|71,085|955|576|137|176|457|1,894|692|212|3,169|601|551|2,525|1,694|146|191|1,795|148|2,411|151|468|53|279|102|335|137|861
DATA|MN36|Washington Heights South|***HOUSEHOLD BY TYPE|29,283|16,495|6,813|6,278|2,474|2,670|940|7,547|3,399|12,788|9,921|3,301|8,780|7,904|3.0|3.9|***RELATIONSHIP|88,355|29,283|6,286|26,529|14,659|11,598|1,927|***MARITAL STATUS|38,257|21,177|11,045|1,654|906|3,475|38,136|16,675|9,600|3,158|3,350|5,353|***GRANDPARENTS|3,314|1,181|247|288|136|510|1,181|808|685|***SCHOOL ENROLLMENT|21,327|986|906|6,676|4,811|7,948|***EDUCATIONAL ATTAINMENT|62,105|13,676|8,988|12,383|9,400|2,748|8,871|6,039|-|-|***VETERAN STATUS|73,098|1,865|***RESIDENCE 1 YEAR AGO|88,817|76,749|10,305|6,731|3,574|1,921|1,653|1,763|***PLACE OF BIRTH|89,551|44,319|41,361|32,358|9,003|2,958|45,232|***U.S. CITIZENSHIP STATUS|45,232|19,837|25,395|***YEAR OF ENTRY|48,190|2,958|59|2,899|45,232|1,102|44,130|***WORLD REGION OF BIRTH OF FOREIGN BORN|45,232|1,032|2,683|526|44|40,694|253|***LANGUAGE SPOKEN AT HOME|84,757|20,916|63,841|37,105|57,716|34,815|3,263|1,117|1,951|694|911|479|***ANCESTRY|89,551|1,312|747|16|91|267|1,074|584|72|1,792|194|84|1,854|1,534|106|161|500|99|755|132|212|27|1,153|8|248|41|3,875
DATA|MN99|park-cemetery-etc-Manhattan|***HOUSEHOLD BY TYPE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|-|***RELATIONSHIP|0|0|0|0|0|0|0|***MARITAL STATUS|1,216|1,019|98|26|7|66|264|162|38|8|18|38|***GRANDPARENTS|0|0|0|0|0|0|0|0|0|***SCHOOL ENROLLMENT|75|0|0|0|45|30|***EDUCATIONAL ATTAINMENT|1,423|251|371|498|176|41|67|19|-|-|***VETERAN STATUS|1,472|65|***RESIDENCE 1 YEAR AGO|1,483|604|860|401|459|371|88|19|***PLACE OF BIRTH|1,483|1,331|1,263|1,042|221|68|152|***U.S. CITIZENSHIP STATUS|152|63|89|***YEAR OF ENTRY|220|68|11|57|152|12|140|***WORLD REGION OF BIRTH OF FOREIGN BORN|152|32|6|18|0|96|0|***LANGUAGE SPOKEN AT HOME|1,483|1,052|431|161|367|129|64|32|0|0|0|0|***ANCESTRY|1,483|3|0|0|0|0|30|0|0|6|0|0|37|19|0|0|33|0|11|0|0|8|51|0|0|0|16
DATA|QN68|Queensbridge-Ravenswood-Long Island City|***HOUSEHOLD BY TYPE|7,283|4,382|2,314|2,041|935|304|111|2,037|1,268|2,901|2,352|719|2,466|1,390|2.5|3.2|***RELATIONSHIP|18,290|7,283|2,028|6,408|1,400|1,171|452|***MARITAL STATUS|6,639|3,465|2,468|227|40|439|7,995|3,845|2,338|271|733|808|***GRANDPARENTS|365|96|34|11|45|6|96|68|56|***SCHOOL ENROLLMENT|5,649|244|218|2,205|1,323|1,659|***EDUCATIONAL ATTAINMENT|11,629|1,663|1,808|3,176|1,735|743|1,843|661|-|-|***VETERAN STATUS|14,050|311|***RESIDENCE 1 YEAR AGO|18,230|16,063|1,940|1,223|717|559|158|227|***PLACE OF BIRTH|18,539|11,723|11,020|9,627|1,393|703|6,816|***U.S. CITIZENSHIP STATUS|6,816|3,351|3,465|***YEAR OF ENTRY|7,519|703|10|693|6,816|138|6,678|***WORLD REGION OF BIRTH OF FOREIGN BORN|6,816|480|2,080|282|0|3,932|42|***LANGUAGE SPOKEN AT HOME|17,411|6,473|10,938|4,585|6,947|3,146|2,211|808|1,249|487|531|144|***ANCESTRY|18,539|751|524|74|0|31|141|95|0|297|75|46|616|744|1|61|174|37|54|16|12|0|122|7|51|13|293
DATA|QN70|Astoria|***HOUSEHOLD BY TYPE|34,018|15,767|5,313|10,080|3,697|1,817|308|3,870|1,308|18,251|12,716|3,692|6,063|7,855|2.2|3.0|***RELATIONSHIP|75,073|34,018|10,072|15,208|6,436|9,339|2,447|***MARITAL STATUS|32,662|16,476|12,496|818|582|2,290|34,033|14,209|11,602|1,393|3,333|3,496|***GRANDPARENTS|1,170|298|51|65|45|137|298|246|129|***SCHOOL ENROLLMENT|15,120|670|566|4,214|2,662|7,008|***EDUCATIONAL ATTAINMENT|57,271|5,895|4,070|12,579|7,703|4,409|15,312|7,303|-|-|***VETERAN STATUS|65,032|1,915|***RESIDENCE 1 YEAR AGO|74,691|65,312|8,723|4,359|4,364|2,826|1,538|656|***PLACE OF BIRTH|75,149|42,669|40,480|29,776|10,704|2,189|32,480|***U.S. CITIZENSHIP STATUS|32,480|17,083|15,397|***YEAR OF ENTRY|34,669|2,189|13|2,176|32,480|584|31,896|***WORLD REGION OF BIRTH OF FOREIGN BORN|32,480|10,172|8,212|1,259|182|12,435|220|***LANGUAGE SPOKEN AT HOME|72,181|28,619|43,562|20,356|18,270|8,757|17,342|7,667|5,548|2,883|2,402|1,049|***ANCESTRY|75,149|1,258|1,966|372|99|225|1,818|844|106|3,937|5,369|549|5,496|7,568|173|301|2,397|300|1,208|257|617|313|375|85|386|176|306
DATA|QN71|Old Astoria|***HOUSEHOLD BY TYPE|10,958|5,784|2,290|3,586|1,592|802|153|1,396|545|5,174|3,625|910|2,605|2,030|2.4|3.2|***RELATIONSHIP|26,325|10,958|3,602|6,483|2,551|2,731|769|***MARITAL STATUS|11,781|6,425|4,270|125|168|793|11,163|4,974|3,876|486|787|1,040|***GRANDPARENTS|431|120|19|52|27|22|120|94|52|***SCHOOL ENROLLMENT|5,743|276|175|1,670|1,207|2,415|***EDUCATIONAL ATTAINMENT|18,796|2,316|1,724|4,091|2,295|1,011|5,042|2,317|-|-|***VETERAN STATUS|22,076|630|***RESIDENCE 1 YEAR AGO|26,151|22,497|3,337|1,567|1,770|1,202|568|317|***PLACE OF BIRTH|26,470|14,333|13,600|10,766|2,834|733|12,137|***U.S. CITIZENSHIP STATUS|12,137|5,939|6,198|***YEAR OF ENTRY|12,870|733|0|733|12,137|258|11,879|***WORLD REGION OF BIRTH OF FOREIGN BORN|12,137|3,033|3,325|424|10|5,291|54|***LANGUAGE SPOKEN AT HOME|24,978|9,684|15,294|6,719|7,001|3,612|5,725|2,010|1,957|903|611|194|***ANCESTRY|26,470|705|690|174|20|80|598|287|60|1,244|1,361|106|1,471|1,835|4|94|508|47|314|29|180|72|156|11|79|9|439
DATA|QN72|Steinway|***HOUSEHOLD BY TYPE|20,793|11,327|4,224|8,278|3,237|885|138|2,164|849|9,466|6,505|1,536|4,405|4,730|2.4|3.1|***RELATIONSHIP|48,976|20,793|8,274|11,623|3,466|4,820|1,475|***MARITAL STATUS|20,875|9,448|9,424|296|273|1,434|22,155|8,728|9,169|624|1,869|1,765|***GRANDPARENTS|490|83|32|33|0|18|83|34|69|***SCHOOL ENROLLMENT|10,109|463|318|3,142|1,691|4,495|***EDUCATIONAL ATTAINMENT|37,293|3,708|2,319|8,585|5,273|2,550|10,040|4,818|-|-|***VETERAN STATUS|41,683|1,324|***RESIDENCE 1 YEAR AGO|48,400|43,278|4,578|2,368|2,210|1,296|914|544|***PLACE OF BIRTH|49,001|29,262|28,110|21,939|6,171|1,152|19,739|***U.S. CITIZENSHIP STATUS|19,739|11,232|8,507|***YEAR OF ENTRY|20,891|1,152|33|1,119|19,739|420|19,319|***WORLD REGION OF BIRTH OF FOREIGN BORN|19,739|7,811|4,272|1,350|15|6,039|252|***LANGUAGE SPOKEN AT HOME|46,757|19,166|27,591|10,440|8,977|3,891|14,195|4,960|2,474|1,109|1,945|480|***ANCESTRY|49,001|2,039|2,016|143|61|136|1,052|453|192|2,663|8,008|428|4,194|7,197|17|157|1,223|290|771|96|354|122|315|8|263|105|278
DATA|QN99|park-cemetery-etc-Queens|***HOUSEHOLD BY TYPE|162|97|31|77|20|0|0|20|11|65|55|47|31|68|2.2|2.9|***RELATIONSHIP|351|162|75|90|15|9|0|***MARITAL STATUS|154|58|91|0|0|5|223|42|91|4|58|28|***GRANDPARENTS|15|0|0|0|0|0|0|0|0|***SCHOOL ENROLLMENT|98|15|0|37|9|37|***EDUCATIONAL ATTAINMENT|323|33|55|46|50|37|74|28|-|-|***VETERAN STATUS|368|9|***RESIDENCE 1 YEAR AGO|438|359|79|57|22|15|7|0|***PLACE OF BIRTH|438|275|261|230|31|14|163|***U.S. CITIZENSHIP STATUS|163|130|33|***YEAR OF ENTRY|177|14|0|14|163|0|163|***WORLD REGION OF BIRTH OF FOREIGN BORN|163|44|114|5|0|0|0|***LANGUAGE SPOKEN AT HOME|414|270|144|61|37|21|32|17|72|23|3|0|***ANCESTRY|438|0|5|0|0|0|18|0|0|24|0|0|41|44|0|0|32|0|9|0|0|0|0|0|0|0|0
DATA|QN31|Hunters Point-Sunnyside-West Maspeth|***HOUSEHOLD BY TYPE|26,309|13,326|5,482|9,281|3,879|1,705|678|2,340|925|12,983|9,790|2,124|6,073|4,884|2.3|3.0|***RELATIONSHIP|59,822|26,309|9,273|12,847|5,196|6,197|1,864|***MARITAL STATUS|26,213|11,729|11,331|875|443|1,835|26,520|10,102|10,929|730|1,902|2,857|***GRANDPARENTS|1,120|227|38|56|44|89|227|192|112|***SCHOOL ENROLLMENT|12,432|835|575|3,221|2,353|5,448|***EDUCATIONAL ATTAINMENT|46,088|4,611|3,613|10,993|5,998|3,560|10,879|6,434|-|-|***VETERAN STATUS|51,225|1,419|***RESIDENCE 1 YEAR AGO|59,915|52,638|6,491|3,346|3,145|1,995|1,150|786|***PLACE OF BIRTH|60,575|28,739|27,397|21,556|5,841|1,342|31,836|***U.S. CITIZENSHIP STATUS|31,836|13,836|18,000|***YEAR OF ENTRY|33,178|1,342|15|1,327|31,836|1,134|30,702|***WORLD REGION OF BIRTH OF FOREIGN BORN|31,836|5,096|13,264|437|53|12,702|284|***LANGUAGE SPOKEN AT HOME|57,230|19,218|38,012|19,506|18,265|9,194|9,575|4,686|8,973|5,043|1,199|583|***ANCESTRY|60,575|1,112|775|150|116|117|1,215|712|131|2,319|640|334|5,189|3,389|214|123|1,860|172|870|165|477|76|134|63|270|158|444
DATA|QN50|Elmhurst-Maspeth|***HOUSEHOLD BY TYPE|8,352|6,074|2,373|4,440|1,896|628|149|1,006|328|2,278|1,750|569|2,659|2,130|3.0|3.5|***RELATIONSHIP|25,079|8,352|4,441|6,500|4,044|1,742|398|***MARITAL STATUS|10,649|4,037|5,837|183|110|482|10,776|3,402|5,576|254|1,017|527|***GRANDPARENTS|776|132|31|12|41|48|132|102|60|***SCHOOL ENROLLMENT|5,137|263|296|1,692|969|1,917|***EDUCATIONAL ATTAINMENT|18,695|2,810|2,221|4,530|2,207|1,656|3,756|1,515|-|-|***VETERAN STATUS|20,768|530|***RESIDENCE 1 YEAR AGO|24,854|22,717|1,633|1,384|249|138|111|504|***PLACE OF BIRTH|25,088|8,084|7,695|6,986|709|389|17,004|***U.S. CITIZENSHIP STATUS|17,004|7,503|9,501|***YEAR OF ENTRY|17,393|389|19|370|17,004|607|16,397|***WORLD REGION OF BIRTH OF FOREIGN BORN|17,004|981|11,603|119|19|4,228|54|***LANGUAGE SPOKEN AT HOME|23,821|3,667|20,154|13,251|5,652|3,644|4,247|2,678|10,060|6,848|195|81|***ANCESTRY|25,088|388|114|9|0|0|28|73|0|455|364|8|879|790|6|0|411|38|40|0|35|60|17|11|7|15|72
DATA|QN63|Woodside|***HOUSEHOLD BY TYPE|16,388|10,036|4,210|6,766|3,161|952|262|2,318|787|6,352|4,582|1,425|4,831|3,966|2.7|3.4|***RELATIONSHIP|44,734|16,388|6,687|11,742|5,374|4,543|761|***MARITAL STATUS|18,959|8,084|8,861|581|352|1,081|19,338|7,158|8,126|765|1,772|1,517|***GRANDPARENTS|885|235|111|18|31|75|235|147|161|***SCHOOL ENROLLMENT|10,126|355|628|3,564|2,086|3,493|***EDUCATIONAL ATTAINMENT|32,839|4,301|3,161|7,407|4,039|2,833|8,086|3,012|-|-|***VETERAN STATUS|36,831|1,014|***RESIDENCE 1 YEAR AGO|44,571|40,745|3,157|2,240|917|481|436|669|***PLACE OF BIRTH|45,259|19,566|18,313|16,214|2,099|1,253|25,693|***U.S. CITIZENSHIP STATUS|25,693|12,003|13,690|***YEAR OF ENTRY|26,946|1,253|32|1,221|25,693|960|24,733|***WORLD REGION OF BIRTH OF FOREIGN BORN|25,693|2,290|13,751|386|74|9,192|0|***LANGUAGE SPOKEN AT HOME|42,842|10,354|32,488|16,208|13,965|7,278|8,191|3,678|9,455|4,867|877|385|***ANCESTRY|45,259|667|740|40|0|9|243|144|43|906|740|250|2,744|2,170|33|70|572|64|233|45|85|76|38|42|164|33|178
DATA|QN26|North Corona|***HOUSEHOLD BY TYPE|11,533|8,978|4,882|4,738|2,745|2,244|1,079|1,996|1,058|2,555|1,497|518|5,924|1,928|4.4|4.2|***RELATIONSHIP|50,218|11,533|4,683|13,902|10,146|9,954|1,439|***MARITAL STATUS|22,952|12,220|8,849|702|194|987|16,744|6,692|6,835|966|811|1,440|***GRANDPARENTS|1,665|427|40|98|87|202|427|247|247|***SCHOOL ENROLLMENT|10,743|724|800|4,849|2,139|2,231|***EDUCATIONAL ATTAINMENT|31,701|9,340|4,909|10,489|3,442|1,059|1,732|730|-|-|***VETERAN STATUS|38,119|315|***RESIDENCE 1 YEAR AGO|49,512|42,398|6,218|5,191|1,027|742|285|896|***PLACE OF BIRTH|50,295|15,309|14,603|13,536|1,067|706|34,986|***U.S. CITIZENSHIP STATUS|34,986|7,863|27,123|***YEAR OF ENTRY|35,692|706|31|675|34,986|830|34,156|***WORLD REGION OF BIRTH OF FOREIGN BORN|34,986|103|3,149|62|13|31,659|0|***LANGUAGE SPOKEN AT HOME|45,795|3,867|41,928|29,360|37,981|26,934|1,770|745|2,139|1,681|38|0|***ANCESTRY|50,295|214|31|0|0|15|29|41|23|187|99|2|63|222|0|0|11|72|21|8|11|0|48|9|0|0|745
