DESC (0)|NTACODE (1)|NTANAME (2)|***EMPLOYMENT STATUS (3)|POPULATION 16 YEARS AND OVER (4)|   IN LABOR FORCE (5)|       CIVILIAN LABOR FORCE (6)|          EMPLOYED (7)|          UNEMPLOYED (8)|       ARMED FORCES (9)|   NOT IN LABOR FORCE (10)|CIVILIAN LABOR FORCE (11)|   UNEMPLOYMENT RATE (12)|FEMALES 16 YEARS AND OVER (13)|   IN LABOR FORCE (14)|      CIVILIAN LABOR FORCE (15)|        EMPLOYED (16)|OWN CHILDREN UNDER 6 YEARS (17)|      ALL PARENTS IN FAMILY IN LABOR FORCE (18)|OWN CHILDREN 6 TO 17 YEARS (19)|      ALL PARENTS IN FAMILY IN LABOR FORCE (20)|***OCCUPATION (21)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (22)|   MANAGEMENT, BUSINESS, SCIENCE, AND ARTS OCCUPATIONS (23)|   SERVICE OCCUPATIONS (24)|   SALES AND OFFICE OCCUPATIONS (25)|   NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE OCCUPATIONS (26)|   PRODUCTION, TRANSPORTATION, AND MATERIAL MOVING OCCUPATIONS (27)|***INDUSTRY (28)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (29)|   AGRICULTURE, FORESTRY, FISHING, HUNTING, AND MINING (30)|   CONSTRUCTION (31)|   MANUFACTURING (32)|   WHOLESALE TRADE (33)|   RETAIL TRADE (34)|   TRANSPORTATION AND WAREHOUSING, AND UTILITIES (35)|   INFORMATION (36)|   FINANCE AND INSURANCE, AND REAL ESTATE AND RENTAL AND LEASING (37)|   PROFESSIONAL, SCIENTIFIC, AND MANAGEMENT, AND ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES (38)|   EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE (39)|   ARTS, ENTERTAINMENT, AND RECREATION, AND ACCOMMODATION AND FOOD SERVICES (40)|   OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION (41)|   PUBLIC ADMINISTRATION (42)|***CLASS OF WORKER (43)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (44)|   PRIVATE WAGE AND SALARY WORKERS (45)|   GOVERNMENT WORKERS (46)|   SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS (47)|   UNPAID FAMILY WORKERS (48)|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) (49)|TOTAL HOUSEHOLDS (50)|   LESS THAN $10,000 (51)|   $10,000 TO $14,999 (52)|   $15,000 TO $24,999 (53)|   $25,000 TO $34,999 (54)|   $35,000 TO $49,999 (55)|   $50,000 TO $74,999 (56)|   $75,000 TO $99,999 (57)|   $100,000 TO $149,999 (58)|   $150,000 TO $199,999 (59)|   $200,000 OR MORE (60)|   WITH EARNINGS (61)|   WITH SOCIAL SECURITY (62)|   WITH RETIREMENT INCOME (63)|   WITH SUPPLEMENTAL SECURITY INCOME (64)|   WITH CASH PUBLIC ASSISTANCE INCOME (65)|   WITH FOOD STAMP/SNAP BNFTS IN THE PAST 12 MO (66)|FAMILIES (67)|   LESS THAN $10,000 (68)|   $10,000 TO $14,999 (69)|   $15,000 TO $24,999 (70)|   $25,000 TO $34,999 (71)|   $35,000 TO $49,999 (72)|   $50,000 TO $74,999 (73)|   $75,000 TO $99,999 (74)|   $100,000 TO $149,999 (75)|   $150,000 TO $199,999 (76)|   $200,000 OR MORE (77)|NONFAMILY HOUSEHOLDS (78)|***HEALTH INSURANCE COVERAGE (79)|CIVILIAN NONINSTITUTIONALIZED POPULATION (80)|   WITH HEALTH INSURANCE COVERAGE (81)|      WITH PRIVATE HEALTH INSURANCE (82)|      WITH PUBLIC COVERAGE (83)|   NO HEALTH INSURANCE COVERAGE (84)|CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS (85)|   NO HEALTH INSURANCE COVERAGE (86)|CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS (87)|   IN LABOR FORCE: (88)|      EMPLOYED: (89)|         WITH HEALTH INSURANCE COVERAGE (90)|            WITH PRIVATE HEALTH INSURANCE (91)|            WITH PUBLIC COVERAGE (92)|         NO HEALTH INSURANCE COVERAGE (93)|      UNEMPLOYED: (94)|         WITH HEALTH INSURANCE COVERAGE (95)|           WITH PRIVATE HEALTH INSURANCE (96)|           WITH PUBLIC COVERAGE (97)|         NO HEALTH INSURANCE COVERAGE (98)|    NOT IN LABOR FORCE: (99)|        WITH HEALTH INSURANCE COVERAGE (100)|          WITH PRIVATE HEALTH INSURANCE (101)|          WITH PUBLIC COVERAGE (102)|        NO HEALTH INSURANCE COVERAGE (103)
DATA|QN31|Hunters Point-Sunnyside-West Maspeth|***EMPLOYMENT STATUS|52,233|37,025|36,968|34,252|2,716|57|15,208|36,968||26,215|16,731|16,731|15,477|3,794|2,186|5,005|3,741|***OCCUPATION|34,252|12,475|7,824|7,308|2,247|4,398|***INDUSTRY|34,252|62|1,893|1,819|1,031|3,718|2,032|1,721|3,000|4,715|6,010|4,876|2,253|1,122|***CLASS OF WORKER|34,252|28,332|3,259|2,639|22|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|26,309|1,660|1,251|2,671|2,708|3,324|5,155|3,351|3,761|1,100|1,328|22,392|4,504|1,760|1,155|811|2,645|13,326|414|475|1,209|1,394|1,698|2,691|1,757|2,162|698|828|12,983|***HEALTH INSURANCE COVERAGE|60,033|47,789|32,306|19,308|12,244|9,293|480|44,598|35,754|33,148|24,468|20,395|4,518|8,680|2,606|1,813|1,213|719|793|8,844|6,774|3,419|3,728|2,070
DATA|QN50|Elmhurst-Maspeth|***EMPLOYMENT STATUS|21,246|13,509|13,509|12,771|738|0|7,737|13,509||10,669|5,643|5,643|5,263|1,471|788|2,642|1,718|***OCCUPATION|12,771|3,280|3,298|3,281|1,070|1,842|***INDUSTRY|12,771|2|981|863|531|1,670|1,068|198|839|1,148|1,923|2,382|884|282|***CLASS OF WORKER|12,771|10,752|1,090|881|48|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|8,352|414|411|797|1,042|1,581|1,584|845|926|413|339|7,064|1,944|896|144|272|774|6,074|148|219|617|801|1,125|1,208|676|652|331|297|2,278|***HEALTH INSURANCE COVERAGE|25,088|18,351|11,041|8,732|6,737|4,320|264|17,864|13,121|12,392|7,894|6,345|1,739|4,498|729|387|246|141|342|4,743|3,201|1,629|1,672|1,542
DATA|QN63|Woodside|***EMPLOYMENT STATUS|37,828|25,242|25,242|23,212|2,030|0|12,586|25,242||19,095|10,980|10,980|9,987|2,826|1,480|4,992|2,622|***OCCUPATION|23,212|7,304|6,265|5,373|1,398|2,872|***INDUSTRY|23,212|62|1,142|1,090|639|2,672|1,216|624|2,113|3,067|4,415|3,872|1,642|658|***CLASS OF WORKER|23,212|20,007|1,838|1,311|56|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|16,388|992|748|1,530|1,889|2,582|3,176|2,122|2,353|596|400|13,599|3,736|1,650|492|559|1,776|10,036|375|327|807|1,160|1,845|1,774|1,424|1,704|414|206|6,352|***HEALTH INSURANCE COVERAGE|44,773|35,369|22,186|16,136|9,404|8,428|509|31,306|24,506|22,604|16,376|13,111|3,549|6,228|1,902|1,053|558|512|849|6,800|5,181|2,615|2,811|1,619
DATA|QN26|North Corona|***EMPLOYMENT STATUS|39,172|28,213|28,213|26,575|1,638|0|10,959|28,213||16,448|8,923|8,923|8,017|4,773|2,832|6,356|4,080|***OCCUPATION|26,575|2,059|9,743|4,747|5,331|4,695|***INDUSTRY|26,575|13|5,012|1,904|799|2,939|1,505|202|1,101|1,392|2,656|6,238|2,547|267|***CLASS OF WORKER|26,575|23,647|1,017|1,897|14|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|11,533|493|596|1,320|1,796|1,815|2,393|1,306|1,204|422|188|10,554|1,786|743|646|635|3,083|8,978|481|521|1,267|1,436|1,594|1,735|816|793|257|78|2,555|***HEALTH INSURANCE COVERAGE|50,295|28,205|10,319|19,713|22,090|12,176|750|35,510|27,600|26,027|9,752|6,497|3,585|16,275|1,573|721|139|592|852|7,910|3,891|1,149|2,910|4,019
DATA|QN27|East Elmhurst|***EMPLOYMENT STATUS|18,246|12,520|12,520|11,335|1,185|0|5,726|12,520||8,704|5,255|5,255|4,605|1,771|1,050|3,014|2,274|***OCCUPATION|11,335|1,893|3,782|2,796|1,327|1,537|***INDUSTRY|11,335|4|1,298|320|241|1,356|988|274|564|1,097|2,144|1,820|874|355|***CLASS OF WORKER|11,335|9,332|1,223|780|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|6,264|403|339|574|676|927|1,201|897|829|284|134|5,475|1,425|679|283|126|1,021|4,670|236|214|504|425|619|944|801|662|222|43|1,594|***HEALTH INSURANCE COVERAGE|22,980|16,131|8,153|9,137|6,849|5,355|522|15,535|12,142|11,005|6,462|4,784|1,821|4,543|1,137|652|231|428|485|3,393|2,106|725|1,447|1,287
DATA|QN28|Jackson Heights|***EMPLOYMENT STATUS|87,227|58,651|58,606|52,798|5,808|45|28,576|58,606||42,801|23,264|23,236|20,685|6,910|3,663|12,254|7,416|***OCCUPATION|52,798|12,354|14,871|11,737|5,701|8,135|***INDUSTRY|52,798|88|4,311|2,928|1,699|5,468|4,468|1,176|3,885|5,673|8,903|8,346|4,431|1,422|***CLASS OF WORKER|52,798|42,892|5,151|4,748|7|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|36,495|2,732|1,798|4,354|4,248|5,580|7,007|4,499|3,964|1,277|1,036|30,502|8,571|3,748|1,240|1,234|5,284|23,559|983|914|2,737|2,758|3,817|4,869|2,772|2,913|967|829|12,936|***HEALTH INSURANCE COVERAGE|104,869|78,576|43,295|42,033|26,293|20,357|1,336|72,875|56,427|50,834|33,246|25,481|8,641|17,588|5,593|3,186|1,404|1,995|2,407|16,448|11,779|4,718|7,775|4,669
DATA|QN98|Airport|***EMPLOYMENT STATUS|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|***OCCUPATION|0|0|0|0|0|0|***INDUSTRY|0|0|0|0|0|0|0|0|0|0|0|0|0|0|***CLASS OF WORKER|0|0|0|0|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|***HEALTH INSURANCE COVERAGE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
DATA|QN25|Corona|***EMPLOYMENT STATUS|42,376|28,068|28,068|25,801|2,267|0|14,308|28,068||20,976|11,832|11,832|10,737|4,770|2,738|7,671|4,993|***OCCUPATION|25,801|4,463|8,680|5,090|3,256|4,312|***INDUSTRY|25,801|21|2,958|1,523|831|2,934|2,092|313|1,353|2,272|4,375|4,357|2,071|701|***CLASS OF WORKER|25,801|21,964|2,186|1,602|49|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|16,253|1,505|872|2,275|1,911|2,349|3,238|2,155|1,275|391|282|13,559|3,333|1,627|1,188|827|4,329|12,013|885|521|1,585|1,589|1,887|2,411|1,503|1,069|329|234|4,240|***HEALTH INSURANCE COVERAGE|53,644|38,666|18,811|22,910|14,978|13,286|755|35,339|27,159|25,061|14,744|10,926|4,489|10,317|2,098|1,104|529|650|994|8,180|5,373|1,683|3,978|2,807
DATA|QN29|Elmhurst|***EMPLOYMENT STATUS|70,181|44,224|44,201|41,228|2,973|23|25,957|44,201||34,014|17,449|17,449|16,122|5,521|2,722|10,453|6,168|***OCCUPATION|41,228|7,813|13,741|9,275|4,118|6,281|***INDUSTRY|41,228|51|3,467|2,737|1,389|5,206|2,910|496|2,358|4,119|5,987|8,161|3,483|864|***CLASS OF WORKER|41,228|35,081|3,053|3,088|6|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|27,528|2,250|1,666|3,929|3,268|3,977|5,431|2,889|2,767|732|619|23,188|5,830|2,216|1,164|1,115|4,313|19,322|1,180|889|2,982|2,558|2,769|3,913|2,247|1,910|455|419|8,206|***HEALTH INSURANCE COVERAGE|84,806|60,075|31,441|34,727|24,731|16,645|820|59,168|42,664|39,965|23,626|17,245|7,398|16,339|2,699|1,490|733|867|1,209|16,504|10,506|4,807|6,759|5,998
DATA|QN19|Glendale|***EMPLOYMENT STATUS|25,716|15,483|15,439|14,360|1,079|44|10,233|15,439||13,971|7,394|7,394|6,951|2,218|1,360|4,513|3,112|***OCCUPATION|14,360|3,876|3,316|4,062|1,628|1,478|***INDUSTRY|14,360|52|1,282|612|507|1,496|1,108|399|1,338|1,380|3,245|1,201|909|831|***CLASS OF WORKER|14,360|11,024|2,626|701|9|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|11,561|773|542|1,313|1,014|1,445|2,105|1,756|1,504|749|360|8,833|3,530|1,632|496|202|734|8,094|332|176|601|618|1,000|1,753|1,440|1,221|660|293|3,467|***HEALTH INSURANCE COVERAGE|31,706|27,381|19,293|10,473|4,325|6,879|237|20,559|14,864|13,808|11,560|10,514|1,292|2,248|1,056|710|272|447|346|5,695|4,212|2,445|1,991|1,483
DATA|QN20|Ridgewood|***EMPLOYMENT STATUS|55,357|35,354|35,317|32,467|2,850|37|20,003|35,317||28,196|15,434|15,425|14,122|6,094|3,543|9,976|6,064|***OCCUPATION|32,467|6,841|8,172|8,093|4,964|4,397|***INDUSTRY|32,467|26|4,515|2,075|652|3,893|1,936|724|2,372|3,503|6,013|3,519|2,345|894|***CLASS OF WORKER|32,467|26,517|3,855|2,044|51|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|23,963|2,094|1,427|3,076|2,514|3,203|4,588|3,051|2,776|678|556|19,309|5,183|1,808|894|859|2,567|16,865|1,356|732|1,950|1,647|2,192|3,591|2,210|2,172|578|437|7,098|***HEALTH INSURANCE COVERAGE|70,082|53,671|30,892|25,764|16,411|16,642|1,059|47,224|34,620|31,851|22,283|17,851|4,856|9,568|2,769|1,489|778|724|1,280|12,604|8,310|3,729|4,994|4,294
DATA|QN21|Middle Village|***EMPLOYMENT STATUS|32,837|19,801|19,789|18,551|1,238|12|13,036|19,789||17,640|9,225|9,225|8,643|2,012|1,118|5,187|3,302|***OCCUPATION|18,551|6,260|3,195|5,328|1,899|1,869|***INDUSTRY|18,551|80|1,563|812|520|1,768|1,344|427|2,210|2,139|4,319|1,373|1,003|993|***CLASS OF WORKER|18,551|14,108|3,755|673|15|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|14,899|816|641|1,370|1,399|1,618|2,210|2,184|2,990|898|773|11,094|5,021|2,468|443|165|683|10,245|280|206|642|846|982|1,589|1,753|2,445|817|685|4,654|***HEALTH INSURANCE COVERAGE|38,675|35,086|27,915|10,382|3,589|7,232|274|24,534|18,810|17,640|15,629|14,877|899|2,011|1,170|747|566|191|423|5,724|4,903|3,676|1,410|821
DATA|QN30|Maspeth|***EMPLOYMENT STATUS|22,659|14,696|14,696|13,386|1,310|0|7,963|14,696||11,527|6,551|6,551|5,889|1,882|919|3,444|2,174|***OCCUPATION|13,386|3,262|2,962|3,713|2,023|1,426|***INDUSTRY|13,386|20|1,657|671|498|1,411|1,036|320|1,441|1,418|2,464|1,172|718|560|***CLASS OF WORKER|13,386|10,974|1,608|804|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|10,629|648|551|840|970|1,619|2,438|1,591|1,211|510|251|8,520|2,639|1,619|270|140|606|6,844|135|115|461|700|1,015|1,575|1,156|1,043|453|191|3,785|***HEALTH INSURANCE COVERAGE|27,486|23,122|17,425|8,148|4,364|5,501|277|18,623|14,228|12,964|10,393|9,264|1,309|2,571|1,264|744|533|241|520|4,395|3,486|2,272|1,456|909
DATA|QN17|Forest Hills|***EMPLOYMENT STATUS|71,738|46,207|46,207|42,823|3,384|0|25,531|46,207||39,161|23,122|23,122|21,514|5,814|3,457|8,231|5,674|***OCCUPATION|42,823|23,245|5,281|10,679|1,359|2,259|***INDUSTRY|42,823|0|1,120|1,869|1,222|3,699|2,113|1,569|6,546|7,009|10,913|2,672|2,162|1,929|***CLASS OF WORKER|42,823|33,939|6,138|2,708|38|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|38,771|2,535|1,437|3,135|2,718|4,114|6,931|5,082|6,643|3,254|2,922|29,911|10,755|5,152|1,658|631|2,883|21,552|514|650|1,090|1,395|1,730|3,639|2,900|4,715|2,618|2,301|17,219|***HEALTH INSURANCE COVERAGE|84,146|75,820|60,874|23,486|8,326|14,254|715|55,065|43,656|40,436|36,513|34,314|2,674|3,923|3,220|2,149|1,588|626|1,071|11,409|9,052|6,292|3,232|2,357
DATA|QN18|Rego Park|***EMPLOYMENT STATUS|23,498|15,401|15,401|14,002|1,399|0|8,097|15,401||12,760|7,499|7,499|6,810|1,981|1,077|2,442|1,730|***OCCUPATION|14,002|6,515|2,317|3,794|368|1,008|***INDUSTRY|14,002|0|242|556|546|1,299|874|407|1,992|1,861|3,697|1,097|768|663|***CLASS OF WORKER|14,002|11,473|1,963|566|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|12,455|899|586|1,238|1,233|1,811|2,131|1,667|1,608|729|553|9,853|3,066|1,427|570|68|1,053|7,128|200|247|546|650|980|1,043|1,115|1,365|555|427|5,327|***HEALTH INSURANCE COVERAGE|27,500|23,984|17,816|8,250|3,516|4,504|177|18,513|14,674|13,393|11,489|10,518|1,158|1,904|1,281|882|680|253|399|3,839|2,881|1,897|1,087|958
DATA|QN22|Flushing|***EMPLOYMENT STATUS|59,962|37,245|37,245|33,693|3,552|0|22,717|37,245||31,807|17,866|17,866|16,106|3,785|2,378|6,815|4,331|***OCCUPATION|33,693|9,286|10,479|7,560|2,231|4,137|***INDUSTRY|33,693|63|1,865|1,635|1,164|3,270|2,406|509|2,762|2,968|6,129|5,801|4,168|953|***CLASS OF WORKER|33,693|28,324|3,198|2,171|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|25,643|3,045|1,776|3,939|2,874|3,353|4,456|2,643|2,391|607|559|20,045|6,152|2,179|1,980|720|4,563|16,786|1,205|946|2,769|2,049|2,343|3,058|1,826|1,696|459|435|8,857|***HEALTH INSURANCE COVERAGE|68,354|50,698|26,980|28,394|17,656|10,914|1,389|47,279|35,681|32,317|21,324|15,296|6,444|10,993|3,364|1,913|832|1,231|1,451|11,598|8,057|3,482|5,087|3,541
DATA|QN23|College Point|***EMPLOYMENT STATUS|19,628|12,865|12,822|11,546|1,276|43|6,763|12,822||10,043|5,660|5,649|5,053|1,735|985|3,111|2,083|***OCCUPATION|11,546|3,033|2,296|3,566|931|1,720|***INDUSTRY|11,546|10|782|818|541|1,612|1,004|322|805|1,035|1,782|1,192|1,255|388|***CLASS OF WORKER|11,546|9,764|1,179|589|14|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|7,749|295|178|780|712|1,301|1,599|1,038|1,083|434|329|6,529|2,229|1,030|326|132|787|5,565|88|98|404|524|867|1,130|830|969|402|253|2,184|***HEALTH INSURANCE COVERAGE|23,508|19,154|12,361|8,454|4,354|5,096|349|15,505|12,192|11,054|8,401|7,085|1,520|2,653|1,138|633|240|399|505|3,313|2,567|1,391|1,347|746
DATA|QN47|Ft. Totten-Bay Terrace-Clearview|***EMPLOYMENT STATUS|19,826|11,840|11,800|10,568|1,232|40|7,986|11,800||10,693|5,737|5,737|5,251|1,288|790|2,221|1,473|***OCCUPATION|10,568|5,170|904|3,097|845|552|***INDUSTRY|10,568|10|476|352|624|1,236|565|514|1,150|928|3,069|669|680|295|***CLASS OF WORKER|10,568|8,073|1,728|738|29|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|10,253|600|259|857|762|1,221|1,770|1,238|1,926|985|635|7,132|4,241|2,310|421|87|396|6,302|138|90|173|382|725|1,180|804|1,533|771|506|3,951|***HEALTH INSURANCE COVERAGE|22,899|21,056|17,897|7,342|1,843|3,523|160|13,770|10,841|9,730|8,687|8,415|459|1,043|1,111|721|555|182|390|2,929|2,679|2,240|528|250
DATA|QN49|Whitestone|***EMPLOYMENT STATUS|26,241|16,413|16,413|14,724|1,689|0|9,828|16,413||13,808|7,671|7,671|6,929|2,379|1,497|4,446|3,205|***OCCUPATION|14,724|6,691|2,049|3,863|1,144|977|***INDUSTRY|14,724|27|1,004|771|756|1,444|1,103|391|1,452|1,362|3,560|1,201|748|905|***CLASS OF WORKER|14,724|10,714|3,125|869|16|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|11,544|336|295|945|780|1,215|1,844|1,598|2,394|1,129|1,008|9,185|4,079|2,129|270|84|324|8,470|46|119|468|428|893|1,369|1,310|1,961|1,025|851|3,074|***HEALTH INSURANCE COVERAGE|32,151|29,282|25,411|8,218|2,869|6,913|179|19,621|15,429|13,853|12,358|11,996|618|1,495|1,576|1,028|987|96|548|4,192|3,545|3,002|907|647
DATA|QN51|Murray Hill|***EMPLOYMENT STATUS|44,018|27,357|27,352|24,981|2,371|5|16,661|27,352||23,100|12,548|12,548|11,517|3,411|1,996|5,018|3,245|***OCCUPATION|24,981|8,293|6,181|6,547|1,778|2,182|***INDUSTRY|24,981|93|1,657|1,282|953|2,996|1,500|661|2,489|1,883|5,049|2,794|2,828|796|***CLASS OF WORKER|24,981|20,603|2,921|1,457|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|17,877|1,454|748|1,449|2,476|2,073|2,881|2,059|2,607|1,189|941|14,628|4,536|2,191|739|521|1,971|13,110|720|364|919|1,782|1,751|2,041|1,640|2,114|973|806|4,767|***HEALTH INSURANCE COVERAGE|50,803|40,385|26,135|17,699|10,418|8,703|692|34,454|25,955|23,694|17,632|14,349|3,546|6,062|2,261|1,324|593|749|937|8,499|5,932|3,006|3,202|2,567
DATA|QN52|East Flushing|***EMPLOYMENT STATUS|23,649|14,326|14,326|12,811|1,515|0|9,323|14,326||12,390|6,724|6,724|5,933|1,529|986|3,008|1,970|***OCCUPATION|12,811|3,728|3,071|3,616|1,071|1,325|***INDUSTRY|12,811|20|826|686|586|1,199|955|191|1,072|1,276|2,429|1,730|1,410|431|***CLASS OF WORKER|12,811|10,546|1,335|888|42|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|8,870|883|356|763|827|1,146|1,583|1,042|1,453|476|341|7,105|2,544|1,149|591|272|1,115|6,900|457|183|515|649|876|1,297|927|1,257|470|269|1,970|***HEALTH INSURANCE COVERAGE|27,921|21,333|12,792|10,366|6,588|4,750|369|18,882|13,754|12,333|8,780|6,747|2,237|3,553|1,421|742|383|364|679|5,128|3,230|1,842|1,564|1,898
DATA|QN62|Queensboro Hill|***EMPLOYMENT STATUS|17,044|10,544|10,513|9,517|996|31|6,500|10,513||8,582|4,568|4,568|4,114|1,490|704|2,974|1,820|***OCCUPATION|9,517|2,948|2,176|2,564|645|1,184|***INDUSTRY|9,517|7|521|509|349|950|841|297|731|711|2,061|1,453|770|317|***CLASS OF WORKER|9,517|7,520|1,284|713|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|6,384|380|208|659|830|886|1,387|822|734|198|280|5,389|1,525|650|219|247|552|5,307|148|196|560|707|771|1,131|692|660|219|223|1,077|***HEALTH INSURANCE COVERAGE|20,932|16,584|10,327|7,727|4,348|4,569|600|13,876|10,165|9,246|7,025|5,478|1,674|2,221|919|655|464|228|264|3,711|2,582|1,305|1,416|1,129
DATA|QN06|Jamaica Estates-Holliswood|***EMPLOYMENT STATUS|21,205|13,435|13,435|12,488|947|0|7,770|13,435||12,136|6,790|6,790|6,336|1,346|871|2,970|1,994|***OCCUPATION|12,488|5,771|2,004|3,366|532|815|***INDUSTRY|12,488|26|443|465|350|1,522|883|533|1,027|1,193|4,119|558|712|657|***CLASS OF WORKER|12,488|9,627|2,148|713|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|9,489|371|219|880|723|1,261|1,700|1,188|1,590|725|832|7,808|2,848|1,793|292|154|629|6,527|116|79|354|291|884|1,025|889|1,438|641|810|2,962|***HEALTH INSURANCE COVERAGE|24,637|21,758|17,188|7,580|2,879|4,438|296|16,089|12,353|11,510|9,920|9,244|1,019|1,590|843|571|300|313|272|3,736|3,148|2,163|1,168|588
DATA|QN35|Briarwood-Jamaica Hills|***EMPLOYMENT STATUS|32,437|21,240|21,240|18,799|2,441|0|11,197|21,240||16,343|9,650|9,650|8,699|2,687|1,485|3,800|2,214|***OCCUPATION|18,799|6,879|3,958|5,079|999|1,884|***INDUSTRY|18,799|55|887|885|571|1,935|1,567|542|1,726|1,929|5,049|1,765|1,121|767|***CLASS OF WORKER|18,799|14,558|2,626|1,602|13|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|13,557|674|517|1,372|1,284|2,027|2,704|1,582|2,280|842|275|11,595|2,853|1,527|534|278|1,205|8,868|245|315|849|872|1,212|1,667|1,164|1,642|699|203|4,689|***HEALTH INSURANCE COVERAGE|37,594|31,049|21,596|12,529|6,545|7,008|287|26,211|20,182|17,881|14,033|12,354|2,317|3,848|2,301|1,448|839|757|853|6,029|4,793|2,769|2,409|1,236
DATA|QN37|Kew Gardens Hills|***EMPLOYMENT STATUS|28,595|17,735|17,735|15,949|1,786|0|10,860|17,735||15,162|8,676|8,676|7,836|3,521|2,068|5,128|3,113|***OCCUPATION|15,949|7,457|2,370|3,986|754|1,382|***INDUSTRY|15,949|80|472|596|625|1,292|1,004|457|1,795|2,041|5,028|1,034|820|705|***CLASS OF WORKER|15,949|11,806|2,857|1,276|10|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|13,265|874|626|1,307|1,123|1,798|2,334|1,738|2,143|831|491|10,523|3,305|1,844|517|314|1,235|8,688|238|403|676|657|1,202|1,475|1,275|1,666|644|452|4,577|***HEALTH INSURANCE COVERAGE|36,540|33,095|24,473|11,329|3,445|8,826|188|22,744|16,718|15,011|13,149|11,941|1,433|1,862|1,707|1,272|806|495|435|6,026|5,115|3,462|1,824|911
DATA|QN38|Pomonok-Flushing Heights-Hillcrest|***EMPLOYMENT STATUS|27,387|16,177|16,177|14,046|2,131|0|11,210|16,177||14,428|7,548|7,548|6,394|2,186|1,198|4,765|2,780|***OCCUPATION|14,046|4,960|2,465|4,164|1,504|953|***INDUSTRY|14,046|2|1,240|386|529|1,331|816|311|1,616|1,092|3,758|1,688|848|429|***CLASS OF WORKER|14,046|11,149|1,695|1,078|124|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|11,797|1,422|766|1,256|1,167|1,195|2,087|1,400|1,589|547|368|8,690|3,584|1,557|842|518|1,743|8,200|667|240|631|820|839|1,541|1,292|1,305|510|355|3,597|***HEALTH INSURANCE COVERAGE|33,530|29,837|20,760|12,525|3,693|7,127|248|21,822|15,368|13,413|11,354|9,850|1,784|2,059|1,955|1,385|915|483|570|6,454|5,687|3,405|2,654|767
